probability,|E|,diameter,clustering coefficient,# of cycles,# of ad cycles,cycle size (av),cycle size (std),
0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,15.1186440677966,-12.088888888888889,99.84013635063023,63.714285714285715,97.31572958233784,-19.387656373719416,-2.746112909249531,
0.15000000000000002,11.51354534746761,-10.717896865520727,40.244718567421955,34.118673647469464,43.9534640879568,-10.13237736057447,-10.305681991675765,
0.2,13.09083707420122,-8.776896942242358,30.772594105113555,32.254391672088495,39.240516529530936,-6.75885840832925,-12.714449046083805,
