probability,|E|,diameter,clustering coefficient,# of cycles,# of ad cycles,cycle size (av),cycle size (std),
0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,0.30666666666666664,21.052631578947366,-17.02127659574468,286.42857142857144,100.0,147.38095238095238,-30.719576719576725,-23.190996021119147,
0.15000000000000002,0.5128571428571428,9.420289855072465,-7.6923076923076925,23.078954317401656,27.083333333333332,29.90054539621433,2.7714135397043713,7.880883102516437,
0.2,0.6932972582972583,12.582781456953644,-8.333333333333332,4.22656082385755,31.147540983606557,47.4025974025974,-11.395762900155516,-18.930600947135893,
