BFS,DFS,
<<<<<<< HEAD
0.261904761904762,0.2619047619047619,
0.0,0.2619047619047619,
=======
0.2333333333333333,0.3,
0.2333333333333333,0.2333333333333333,
0.2333333333333333,0.26666666666666666,
0.2333333333333333,0.2333333333333333,
0.0,0.3,
0.0,0.3,
0.0,0.0,
0.3,0.3,
0.3,0.3,
>>>>>>> e44c67ee5428313c8f0a66cd1daadc7273099677
