probability,|E|,diameter,clustering coefficient,# of cycles,# of ad cycles,cycle size (av),cycle size (std),
0.05,0.4333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,0.0,9.836065573770492,-21.73913043478261,48.88888888888889,37.5,70.0,-17.1270718232044,-4.837106730947878,
0.15000000000000002,0.47099567099567097,14.925373134328357,0.0,142.5373134328358,45.45454545454545,45.30175706646297,-9.324675324675324,-15.3299036569987,
0.2,0.2533333333333333,-5.194805194805195,11.11111111111111,-30.461538461538463,-12.5,-12.555205047318616,10.283586364938397,38.98369409496679,
