probability,|E|,diameter,clustering coefficient,# of cycles,# of ad cycles,cycle size (av),cycle size (std),
0.05,0.1037761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,0.19735277777777763,14.147418478260871,-12.602255140393545,80.636695103836,60.01440922190202,93.21232905952505,-18.564636801316272,-0.4578661352525628,
0.15000000000000002,0.3351283411033414,14.038089570004464,-11.282570199848216,51.38060489834372,42.4808644754615,54.081461023993725,-10.892723874264702,-12.371009660232996,
0.2,0.44250627428127465,10.972666188270598,-7.499287140005703,27.886221630558193,26.57607836941065,31.534486854244303,-5.414691595613803,-11.221164327436469,
