probability,|E|,diameter,clustering coefficient,# of cycles,# of ad cycles,cycle size (av),cycle size (std),
0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,0.1465036008011251,-0.12596259625962591,0.925178997980211,0.628864093652826,0.9738530316271445,-0.1834031767562983,4.2187269309900533E-4,
0.15000000000000002,0.13183423155547297,-0.11277533039647576,0.4595339077779992,0.3983155530600787,0.5240990988672497,-0.09530471775713896,-0.08403388157900368,
0.2,0.12179823985288321,-0.0845510001418641,0.30693675389852054,0.2978637969804049,0.36023061831519854,-0.06158071410145181,-0.10668046990580299,
